"Species","Family","Order","BkL","BNL","BkD","BkW","TsL","WnL","SWL","KpD","TlL","HWI","Mass","Habitat","Hab.Dns","Migrt","TrphL","Trph.Nch","Life.stl","MinLat","MaxLat","CntLat","CntLon","RngSz"
"Cacatua galerita","Psittacidae","Psittaciformes",49.3,40.2,44.3,22.4,28.5,347.3,266,93.2,198.4,25.9,720.4,"Forest",1,1,"Herbivore","Omnivore","In",-43.64,0.04,-21,142.3,3905044.34
"Falco berigora","Falconidae","Falconiformes",27.2,19.5,15.7,12.5,71.8,340.2,167,170.8,194,50.7,587,"Woodland",3,1,"Carnivore","Vertivore","Gn",-43.64,-1.47,-24.43,135.03,8273511.57
"Touit batavicus","Psittacidae","Psittaciformes",18.8,16.6,13.7,8.3,12,115.6,60.2,56,50,48.1,55,"Forest",1,2,"Herbivore","Omnivore","In",2.76,11.35,5.65,-57.61,333487.33
"Veniliornis callonotus","Picidae","Piciformes",18,13,5.2,5.1,15.2,74,63.3,11.7,49.2,15.6,26.5,"Shrubland",2,1,"Carnivore","Invertivore","In",-7.96,1.85,-3.22,-79.9,136187.78
"Muscisaxicola capistratus","Tyrannidae","Passeriformes",19.3,11,3.8,3.9,28.1,114.6,74.1,40.6,68.8,35.3,26.6,"Grassland",3,3,"Carnivore","Invertivore","Tr",-54.03,-46.13,-49.4,-70.02,268373.35
"Ptiloris magnificus","Paradisaeidae","Passeriformes",56.6,38.8,8.6,6.3,37,167.3,157.6,20.2,93.7,11.4,149.9,"Forest",1,1,"Omnivore","Frugivore","In",-13.77,-0.34,-4.79,139.3,495422.81
"Basileuterus leucophrys","Parulidae","Passeriformes",14.1,7.8,3.9,3.4,23.7,62.6,53.3,9.3,60,14.9,18.1,"Forest",1,1,"Carnivore","Invertivore","Tr",-22.77,-11.17,-17.37,-48.75,808600.06
"Notiochelidon pileata","Hirundinidae","Passeriformes",7.7,4,2.6,3.4,10.9,93.3,44.2,49.2,57.1,52.7,12.2,"Forest",3,2,"Carnivore","Invertivore","Ar",14.11,17.44,15.43,-90.94,75275.04
"Cyrtonyx ocellatus","Odontophoridae","Galliformes",15.2,9.9,9.2,7.1,29.4,120.6,86.4,35.1,44.2,29,199.2,"Forest",2,1,"Herbivore","Omnivore","Tr",13.64,17.37,15.24,-89.6,130826.39
"Chlorestes notata","Trochilidae","Apodiformes",19.4,14.8,1.9,1.8,4.3,48,15.8,32.1,30,67,4.2,"Forest",3,1,"Herbivore","Nectarivore","Ar",-23.01,10.84,-1.6,-59.99,4700543.44
"Melidectes torquatus","Meliphagidae","Passeriformes",28.4,13.6,5.2,3.9,26.3,110.5,83.9,22.5,95.4,21.2,44.9,"Forest",2,1,"Omnivore","Invertivore","In",-10.24,-0.43,-5.25,141.76,95822.01
"Uraeginthus bengalus","Estrildidae","Passeriformes",10,7.5,5.2,4.7,13.9,52.5,44.5,8,53.8,15.3,9.9,"Shrubland",3,1,"Herbivore","Granivore","Tr",-14.57,18.41,6.36,20,7647838.82
"Nectarinia veroxii","Nectariniidae","Passeriformes",24.9,19,3.2,3.5,16.4,59.5,49.7,9.7,48.6,16.3,11.5,"Forest",2,2,"Omnivore","Omnivore","In",-34.05,2.25,-19.36,34.79,155165.64
"Ixobrychus eurhythmus","Ardeidae","Pelecaniformes",57.2,38.3,10.4,6.6,45.8,143.4,94.6,47.4,40.6,33.4,139,"Wetland",1,3,"Carnivore","Aquatic predator","Tr",21.57,56.16,41.99,123.64,4733640.24
"Ninox strenua","Strigidae","Strigiformes",48,27.6,26.1,15.9,57.5,400.8,281.9,116.8,261.7,29.3,1346,"Forest",2,2,"Carnivore","Vertivore","In",-39,-22.86,-32.33,148.67,573814.15
"Pomatorhinus montanus","Timaliidae","Passeriformes",25.5,17.8,5.7,3.8,29.3,85,75.1,9.1,81.2,10.8,28.6,"Forest",1,1,"Carnivore","Invertivore","Gn",-8.55,7.36,0.66,110.55,1078578.59
"Myrmeciza melanoceps","Thamnophilidae","Passeriformes",24.4,13.9,6.6,5.7,32,85.8,79.8,7,61.7,8.1,38.5,"Forest",1,1,"Carnivore","Invertivore","In",-11.27,2.64,-3.48,-72.62,1321301.01
"Crinifer zonurus","Musophagidae","Musophagiformes",30.4,17.7,14.7,10.8,44.3,247.6,200.9,46.6,250.4,18.8,527,"Grassland",3,1,"Herbivore","Frugivore","In",-4.26,16.37,7.02,32.84,1014236.61
"Merganetta armata","Anatidae","Anseriformes",33.5,21,9.8,9.8,36.2,163.4,106.4,63.1,111.1,37.4,398.8,"Riverine",3,1,"Carnivore","Aquatic predator","Aq",-54.95,9.79,-24.14,-71.85,1090659.13
"Mitu tuberosum","Cracidae","Galliformes",59.7,35.8,42.7,16.4,109.6,385.4,346.4,39.1,329.5,10.2,2769.5,"Forest",1,1,"Herbivore","Frugivore","Tr",-18.43,-0.81,-8.36,-62,3902756.34
"Synthliboramphus craveri","Alcidae","Charadriiformes",23.6,17.7,5.6,4.1,22.4,119.5,63,55,36.5,46.6,151,"Marine",3,3,"Carnivore","Aquatic predator","Aq",22.18,31.91,26.2,-111.99,379404.15
"Nectarinia humbloti","Nectariniidae","Passeriformes",19.6,14.4,3.3,3.5,15.2,50.2,40.5,8.6,33.4,17.3,6.4,"Forest",2,1,"Omnivore","Omnivore","In",-12.39,-11.36,-11.77,43.41,1240.87
"Cormobates leucophaea","Climacteridae","Passeriformes",20,11.2,3.2,2.8,20.7,86.8,60.3,26.4,61.1,30.5,22,"Forest",2,1,"Carnivore","Invertivore","In",-39.15,-14.8,-31.52,148.09,969111.73
"Copsychus malabaricus","Muscicapidae","Passeriformes",20.6,12.5,5.1,4.4,25.6,92.6,75.1,17.4,120.8,18.7,29.2,"Forest",1,1,"Carnivore","Invertivore","In",NA,NA,NA,NA,NA
"Ixobrychus sinensis","Ardeidae","Pelecaniformes",62.4,43.7,8.2,6,42.4,129.4,88.4,39.6,40.8,31,94.3,"Wetland",1,3,"Carnivore","Aquatic predator","Tr",-10.37,48.81,23.86,108.94,8593201.95
"Picumnus lafresnayi","Picidae","Piciformes",10.4,7.6,4,3,11.6,50.8,41.9,8.6,24.1,17,9.5,"Forest",1,1,"Carnivore","Invertivore","In",-12.51,3.16,-2.79,-74.57,779374.9
"Tangara callophrys","Thraupidae","Passeriformes",15.4,9.3,4.4,3.9,16.9,77,58.6,19.8,53.1,25.3,22.9,"Forest",1,1,"Herbivore","Frugivore","In",-13.48,2.32,-5.65,-72.53,1481423.44
"Spindalis nigricephala","Thraupidae","Passeriformes",17.3,9.1,7,6.6,22.1,95.2,73.4,20.6,72.3,21.9,45.1,"Forest",1,1,"Herbivore","Frugivore","In",17.7,18.53,18.16,-77.31,11021.79
"Melithreptus validirostris","Meliphagidae","Passeriformes",19.3,10.4,4.5,4.3,20.3,80.8,63,19.3,67,23.5,24.8,"Forest",1,1,"Carnivore","Invertivore","In",-43.64,-39.58,-41.87,146.64,60660.3
"Tadorna radjah","Anatidae","Anseriformes",46.3,32,14.8,20,50.1,270,160.6,100.2,98,38.5,885.2,"Coastal",3,2,"Carnivore","Aquatic predator","Tr",-28.29,2.23,-13.07,138.88,2173785.4
"Grus nigricollis","Gruidae","Gruiformes",124.4,67.3,19.2,11.7,239.8,579.2,344,235.2,217,40.6,6000,"Wetland",3,3,"Omnivore","Omnivore","Tr",27.86,38.87,33.39,89.59,822333.13
"Arenaria interpres","Scolopacidae","Charadriiformes",25.4,15.7,5.5,3.9,25.5,148.8,66.4,83.4,61,55.6,136,"Coastal",3,3,"Carnivore","Aquatic predator","Tr",55.99,83.11,72.47,-51.71,2619753.6
"Elaenia pelzelni","Tyrannidae","Passeriformes",13.9,8.4,4.4,5.2,21.9,88.3,74.8,13.6,74.6,15.3,27.3,"Forest",1,1,"Omnivore","Invertivore","In",-11.6,-1.31,-4.52,-62.85,311569.85
"Upucerthia albigula","Furnariidae","Passeriformes",37.4,26.1,5.1,4,25.6,90.8,74.4,16.4,78,18.1,39.9,"Shrubland",3,1,"Carnivore","Invertivore","Tr",-19.85,-12.08,-16.72,-71.59,48222.85
"Macronectes giganteus","Procellariidae","Procellariiformes",91.6,42.4,27.2,19.4,85.4,493.6,267,217.5,178.2,44.8,3591.7,"Marine",3,2,"Omnivore","Omnivore","Gn",-77.82,-19.96,-52.2,2.45,100191503.8
"Anodorhynchus leari","Psittacidae","Psittaciformes",67.5,60.4,62,33.3,34.3,378.1,268.5,118.7,408.2,30.7,940,"Shrubland",2,1,"Herbivore","Frugivore","In",-10.58,-9.35,-10.08,-39.3,7546.2
"Stachyris herberti","Timaliidae","Passeriformes",19.6,11.4,5.2,3.5,25.4,70.5,64.1,6.4,67.5,9.1,29,"Forest",1,1,"Carnivore","Invertivore","In",16.57,18.29,17.32,105.69,21761.3
"Ducula carola","Columbidae","Columbiformes",25.1,12.9,5.6,6,25.9,209.2,132.2,76,120.2,36.5,289,"Forest",1,1,"Herbivore","Frugivore","In",5.56,18.65,12.01,122.92,222701.31
"Xiphorhynchus lachrymosus","Dendrocolaptidae","Passeriformes",38.8,28.4,8.6,6.1,22.9,120.6,93.3,28.5,110.2,23.4,56.4,"Forest",1,1,"Carnivore","Invertivore","In",-0.07,13.16,7.18,-78.45,271654.21
"Stictonetta naevosa","Anatidae","Anseriformes",57.9,40.5,16.8,16.2,38.9,232.5,122.5,110,62,47.3,903.3,"Wetland",3,2,"Herbivore","Herbivore aquatic","Gn",-39.14,-16.12,-26.74,134.52,5897864.38
"Passerina leclancherii","Emberizidae","Passeriformes",11.7,8.2,6.7,5.3,17.6,66.6,56.6,10,53.9,15,14,"Woodland",2,1,"Herbivore","Granivore","Tr",15.65,21.26,18.32,-100.92,140628.19
"Pyriglena leucoptera","Thamnophilidae","Passeriformes",18.9,11,5.1,4.2,29.7,78,71.2,8.2,75.7,10.3,28.8,"Forest",1,1,"Carnivore","Invertivore","In",-29.94,-13.38,-22.45,-48.41,1228571.5
"Aegotheles insignis","Aegothelidae","Apodiformes",19.5,6.1,4,3.9,21.3,165.2,115,50.2,137,30.4,78.5,"Forest",1,1,"Carnivore","Invertivore","In",-10.22,-0.46,-5.27,141.9,168011.22
"Hylomanes momotula","Momotidae","Coraciiformes",25.5,18.9,7.2,8.5,18.1,71.4,57.2,14.1,64.4,19.8,29.3,"Forest",1,1,"Carnivore","Invertivore","In",5.36,19.13,15.29,-88.22,343980.59
"Microchera albocoronata","Trochilidae","Apodiformes",14.4,10.7,1.5,1.6,4.4,40.6,14,25.8,22.4,64.8,2.7,"Forest",1,1,"Herbivore","Nectarivore","Ar",8.55,15.94,12.4,-84.04,76810.96
"Milvus migrans","Accipitridae","Accipitriformes",40.1,22.4,16.5,12.9,51.9,466.4,237.5,219.9,293.8,48.1,734.1,"Woodland",3,3,"Omnivore","Omnivore","Ar",-54.78,69.76,26.77,69.99,59168603.49
"Nectarinia fusca","Nectariniidae","Passeriformes",21.3,15.4,3,3.4,16.9,54.9,44.6,9.5,39.2,17.6,7.8,"Desert",3,1,"Omnivore","Nectarivore","In",-34.09,-11.93,-26.33,19.22,1120628.47
"Lophozosterops javanicus","Zosteropidae","Passeriformes",13.9,7.4,3.4,3.2,18.9,61.8,48.8,12.9,53.4,21,20,"Forest",1,1,"Herbivore","Frugivore","In",-8.41,-6.23,-7.46,110.15,13262.34
"Notharchus swainsoni","Bucconidae","Piciformes",34.8,27,12.7,14.1,20.4,109.6,76.3,32.1,88,29.6,73.8,"Forest",2,1,"Carnivore","Invertivore","In",-26.82,-18.34,-22.37,-48.67,927376.95
"Merulaxis stresemanni","Rhinocryptidae","Passeriformes",21,10.9,5.9,4.9,25.3,75,72,3,97,4,35,"Forest",1,1,"Carnivore","Invertivore","Tr",-15.83,-15.76,-15.79,-40.52,21.75
"Galbula tombacea","Galbulidae","Piciformes",47.2,40.9,6.1,5,11.7,77,64.9,11.6,86,15.2,23.2,"Forest",1,1,"Carnivore","Invertivore","In",-5.9,4.68,-1.41,-68.85,969424.78
"Campethera tullbergi","Picidae","Piciformes",22.6,16.2,6.2,6.3,19.7,107.7,88.3,19.4,66.8,18,50.5,"Forest",1,1,"Carnivore","Invertivore","In",-6.52,7.14,0.65,28.86,345968.18
"Accipiter ventralis","Accipitridae","Accipitriformes",18.4,9.9,9.3,6.5,50.7,180,130,52.8,126.4,28.8,233,"Forest",1,3,"Carnivore","Vertivore","Gn",NA,NA,NA,NA,NA
"Pseudobulweria aterrima","Procellariidae","Procellariiformes",35.1,17.5,12.2,8.2,41,253,119.5,133.5,112,52.8,232,"Marine",3,2,"Carnivore","Aquatic predator","Aq",-22.79,-19.79,-21.3,55.99,74510.86
"Pachyramphus minor","Cotingidae","Passeriformes",19.3,13.5,7.6,8.4,20.9,89.2,71,18,65.1,20.3,36.6,"Forest",1,2,"Omnivore","Omnivore","In",-18.32,8.56,-4.7,-62.06,6895984.62
"Glareola nordmanni","Glareolidae","Charadriiformes",19.9,9.8,5.9,5.2,35.8,196,75,119.5,97.4,61.4,97.2,"Grassland",3,3,"Carnivore","Invertivore","Ar",39.72,55.8,50.38,57.95,2251795.82
"Geronticus eremita","Threskiornithidae","Pelecaniformes",132.2,103,15.8,11.3,72.6,401.8,230,171.8,184.2,42.8,1202,"Rock",3,3,"Carnivore","Invertivore","Tr",30.27,34.39,30.99,-4.45,644.23
"Hypositta corallirostris","Vangidae","Passeriformes",14,7.1,4,3.8,20,77.9,63.8,14.2,57.1,18.2,14.1,"Forest",1,1,"Carnivore","Invertivore","In",-25.18,-13.2,-18.39,48.39,159578.63
"Pitta angolensis","Pittidae","Passeriformes",23,15.1,8.9,7.4,36.2,102.9,87.8,15.3,41.6,15.2,62.7,"Forest",1,2,"Carnivore","Invertivore","Tr",-24.52,9.48,-7.43,18.71,1147347.7
"Chunga burmeisteri","Cariamidae","Cariamiformes",59.2,29.4,16.1,14.1,144,300.3,268.2,32.1,305.7,10.7,1298,"Woodland",2,1,"Carnivore","Invertivore","Tr",-35.36,-18.4,-25.38,-62.38,736438.81
"Myophonus blighi","Turdidae","Passeriformes",24.4,14.2,6.6,5.3,34.4,99.8,89.7,10.1,74,10.1,66.6,"Forest",1,1,"Carnivore","Invertivore","Tr",6.6,7.61,6.97,80.79,3066.03
"Todiramphus sanctus","Alcedinidae","Coraciiformes",43.4,34.3,10.1,10.5,12.9,91.3,64.1,27.7,60.5,30.1,53,"Woodland",2,3,"Carnivore","Invertivore","In",-47.29,-9.76,-26.17,134.92,5939587.69
"Zosterops meeki","Zosteropidae","Passeriformes",13.2,7.3,3.5,3,16.1,57.8,47.4,10.3,42.5,17.9,9,"Forest",1,1,"Omnivore","Omnivore","In",-11.66,-11.32,-11.51,153.47,813.98
"Aphelocoma coerulescens","Corvidae","Passeriformes",30,17.7,9.1,9.1,37.8,116.7,96.2,20.6,140.5,17.5,77.1,"Shrubland",2,1,"Omnivore","Omnivore","In",26.47,29.57,28.13,-81.41,6933.22
"Saltator similis","Cardinalidae","Passeriformes",20.3,13.2,11.2,7.9,23.9,99.8,84.9,15,94,15.1,43.3,"Forest",2,1,"Omnivore","Invertivore","In",-33.44,-10.54,-20.65,-51.92,3782501.25
"Parus teneriffae","Paridae","Passeriformes",10.4,7.2,3.8,3.4,17.3,59.7,51.2,8.5,49.1,14.2,10,"Forest",2,1,"Omnivore","Omnivore","In",27.64,37.54,33.89,-0.44,624090.33
"Anas fulvigula","Anatidae","Anseriformes",59.2,42.4,15.9,21.9,40.5,244.5,125.2,119.2,85.2,48.8,843.4,"Wetland",3,2,"Herbivore","Herbivore aquatic","Aq",18.57,34.98,28.28,-100.49,1467257.69
"Catharus aurantiirostris","Turdidae","Passeriformes",16.9,9.6,4.6,4.2,30.4,76.8,63.5,12.5,60.5,16.4,29.8,"Forest",2,1,"Omnivore","Invertivore","Gn",0.95,29.53,17.31,-93.72,674007.31
"Tangara preciosa","Thraupidae","Passeriformes",14.8,8,5.1,4.8,19.9,77.8,61.1,16.4,56.2,21.1,22.8,"Forest",2,2,"Omnivore","Frugivore","In",-34.98,-21.57,-28.49,-53.97,1104627.47
"Psephotus chrysopterygius","Psittacidae","Psittaciformes",13.7,10.6,12.2,7.3,14.6,107.8,61.1,46.7,111,43.3,46.8,"Forest",2,1,"Herbivore","Granivore","Tr",-17.03,-14.8,-15.62,143.47,2870.38
"Dendropicos abyssinicus","Picidae","Piciformes",17.2,13.7,5.1,5.1,15,92.4,69.5,22,45.4,24,24.5,"Woodland",2,1,"Carnivore","Invertivore","In",5.04,16.05,9.49,38.17,360073.27
"Eremomela atricollis","Sylviidae","Passeriformes",14.2,7.7,3,2.9,18.5,58.6,51.7,6.9,48.9,11.7,10.2,"Woodland",2,1,"Carnivore","Invertivore","In",-15.71,-6.84,-11.52,24.73,1063082.23
"Myadestes coloratus","Turdidae","Passeriformes",14.3,6.9,4.4,4.9,20.5,86.2,67,19.2,81.5,22.3,28.9,"Forest",2,1,"Herbivore","Frugivore","In",7.45,9.08,8.24,-77.93,1786.57
"Geositta peruviana","Furnariidae","Passeriformes",17.3,10.5,3.6,3.2,20.7,77.5,59.4,18.2,51.4,23.5,20.8,"Shrubland",3,1,"Carnivore","Invertivore","Tr",-15.89,-3.52,-9.5,-78.35,54662.98
"Clamator levaillantii","Cuculidae","Cuculiformes",28,17.9,8.8,7.5,30.6,174.4,127.4,46.6,215.2,26.8,122,"Grassland",2,3,"Carnivore","Invertivore","In",-27.61,16.69,-3.5,21.1,9843346.04
"Zoothera everetti","Turdidae","Passeriformes",26.4,16.1,6.4,5,32.9,109,81.9,26.9,73.6,24.7,81.9,"Forest",1,1,"Carnivore","Invertivore","Tr",3.24,6.26,5,115.94,3523.43
"Rhinomyias albigularis","Muscicapidae","Passeriformes",17.4,11.1,5,5.7,19.7,79.8,66.8,11.5,60.2,14.7,35.7,"Forest",1,1,"Carnivore","Invertivore","In",9.04,11.94,10.58,122.74,23404.43
"Vidua paradisaea","Viduidae","Passeriformes",12.1,7.1,6.9,5.2,16,78.6,61.8,17,59.7,21.6,20.4,"Woodland",3,1,"Herbivore","Granivore","Tr",-30.41,14.19,-11.07,31.58,4674400.64
"Tyto nigrobrunnea","Tytonidae","Strigiformes",41,21.2,17.1,11.6,65.6,278,186,92,129,33.1,631.9,"Forest",1,1,"Carnivore","Vertivore","Gn",-2.03,-1.63,-1.81,124.74,2875.25
"Crypturellus strigulosus","Tinamidae","Tinamiformes",32.3,11.6,5.3,5.3,46.4,160.9,130.7,30.1,47.9,18.7,430.6,"Forest",1,1,"Herbivore","Omnivore","Tr",-15.65,-0.54,-8.79,-57.72,2589981.45
"Mniotilta varia","Parulidae","Passeriformes",13.7,9,3.3,2.9,17.3,68.8,49.7,17,46.6,25.5,10.9,"Forest",1,3,"Carnivore","Invertivore","In",30.21,65.04,48.07,-92.35,5385503.08
"Ortygospiza atricollis","Estrildidae","Passeriformes",10.3,6.4,5.7,4.6,14.5,51.9,41,8.9,31,17.9,10.6,"Grassland",3,1,"Herbivore","Granivore","Tr",NA,NA,NA,NA,NA
"Cinclus leucocephalus","Cinclidae","Passeriformes",18.3,9.2,4.2,3.4,28.7,85.6,67.3,18.2,49,21.3,44,"Riverine",3,1,"Carnivore","Aquatic predator","Gn",-17.84,11.16,-6.04,-74.63,619987.76
"Mirafra sabota","Alaudidae","Passeriformes",16.3,9.7,4.8,4.1,21.6,82.1,65.9,15,52.1,18.5,24.7,"Grassland",3,1,"Herbivore","Granivore","Tr",-33.34,-5.15,-23.72,22.85,2588939.44
"Carduelis xanthogastra","Fringillidae","Passeriformes",10.5,7.8,5.8,4.3,13.5,65.2,46.1,18.9,40.5,29.1,12.7,"Forest",2,1,"Herbivore","Granivore","In",-18.69,10.5,-2.17,-72.25,161327.43
"Dicaeum nigrilore","Dicaeidae","Passeriformes",14.8,9.5,3.5,3.5,15.7,55.4,44.1,11.2,23.9,20.3,11,"Forest",1,1,"Herbivore","Omnivore","In",5.78,9.39,7.54,125.09,13373.78
"Pheucticus chrysopeplus","Cardinalidae","Passeriformes",23,16.6,16.2,11.4,24.9,111.2,88.2,23,89,20.6,77.6,"Forest",2,2,"Herbivore","Frugivore","In",14.44,29.47,21.12,-102.52,321297.58
"Asio capensis","Strigidae","Strigiformes",28.1,14.7,13.4,9.7,50.9,283.2,169.4,114.1,140.8,40.2,334,"Grassland",3,1,"Carnivore","Vertivore","Gn",-34.84,35.93,-10.23,28.65,7302556.68
"Turdoides plebejus","Timaliidae","Passeriformes",23.7,12.9,6.6,4.7,33.1,105.9,94.5,11,101.8,10.4,62.5,"Woodland",2,1,"Omnivore","Invertivore","Tr",-1.14,20.84,9.34,11.89,5173060.81
"Lathrotriccus euleri","Tyrannidae","Passeriformes",14.4,7.8,3.8,5.3,14.5,62.2,48.5,12.6,58,20.6,11.3,"Forest",1,2,"Carnivore","Invertivore","In",-35.29,10.84,-12.65,-55.87,10271696.23
"Sarothrura insularis","Rallidae","Gruiformes",13.1,5,3.7,2,21.6,70.2,59.9,10.4,45.2,14.7,26.8,"Shrubland",1,1,"Omnivore","Omnivore","Tr",-25.2,-12.47,-19.31,47.8,289629.5
"Sula dactylatra","Sulidae","Suliformes",96,96,34.2,26.2,54,412.2,155,257.2,171.2,62.4,1732.1,"Marine",3,2,"Carnivore","Aquatic predator","Ar",-36.61,31.54,-1.77,-9.46,130196617.9
"Stachyris nonggangensis","Timaliidae","Passeriformes",19.6,11.4,5.2,3.5,25.4,70.5,64.1,6.4,67.5,9.1,29,"Forest",1,1,"Carnivore","Invertivore","Tr",22.13,22.96,22.42,106.94,1097.47
"Lampornis sybillae","Trochilidae","Apodiformes",23.5,18.2,2.1,2.4,6,64.2,23.6,40.6,40.5,63.2,6.3,"Forest",1,1,"Herbivore","Nectarivore","Ar",12.73,15.56,14.53,-86.7,45190.48
"Polytelis anthopeplus","Psittacidae","Psittaciformes",22.9,17.8,18.3,11.7,20,191,91.1,99.9,209,52.3,170,"Shrubland",2,2,"Herbivore","Omnivore","In",-36.8,-27.97,-32.6,124.94,387356.37
"Ploceus insignis","Ploceidae","Passeriformes",18,9.8,5.8,4.6,19.9,83.5,66.9,16,48.4,19.3,27.5,"Forest",1,1,"Omnivore","Invertivore","In",-12.29,7.63,0,29.54,247177.26
"Nystalus striolatus","Bucconidae","Piciformes",31.8,22.6,11.7,8.5,19,84.2,67.6,18.4,65.4,21.5,47,"Forest",1,1,"Carnivore","Invertivore","In",-17.76,-0.42,-9.44,-62.04,2922975.08
"Leptasthenura andicola","Furnariidae","Passeriformes",11.4,6.7,3.2,2.4,19.8,71.8,58.5,13.3,92.2,18.5,15.5,"Shrubland",2,1,"Carnivore","Invertivore","In",-17.67,11.16,-6.58,-73.71,256098.23
"Pseudeos fuscata","Psittacidae","Psittaciformes",23.7,19.9,20.1,12,18.8,151.6,74.2,77.8,77.4,51.1,149,"Forest",2,1,"Herbivore","Nectarivore","In",-10.7,-0.34,-5.35,140.87,766350.36
"Polioptila lembeyei","Polioptilidae","Passeriformes",10.7,6.8,2.1,2.5,14.9,40.5,35.4,5.1,51.5,12.6,5,"Shrubland",2,1,"Carnivore","Invertivore","In",19.83,22.56,21.06,-77.07,13553.51
"Attila torridus","Tyrannidae","Passeriformes",26.9,17.6,6.5,7.7,25.3,93.5,77.3,16.1,76.8,17.2,46,"Forest",1,1,"Omnivore","Invertivore","In",-4.14,1.19,-1.67,-79.65,5579.78
"Spelaeornis kinneari","Timaliidae","Passeriformes",12.1,6.6,3.3,2.7,17.9,49.5,46.2,3.3,36.5,6.8,11.8,"Forest",1,1,"Carnivore","Invertivore","In",21.83,22.41,22.11,104,1588.73
"Elanus leucurus","Accipitridae","Accipitriformes",25.3,15.3,10.9,8.8,31.8,294,168.4,120.3,170.3,41.5,346,"Human Modified",3,2,"Carnivore","Vertivore","Ar",-43.45,46.27,-8.72,-64.01,12522294.39
"Eremomela scotops","Sylviidae","Passeriformes",13.2,7.3,2.5,2.8,17.7,57,48.5,8.8,45.4,15.2,9,"Woodland",2,1,"Carnivore","Invertivore","In",-28.95,0.18,-12.12,27.25,4568185.56
"Machaerirhynchus flaviventer","Machaerirhynchidae","Passeriformes",16.4,8.6,3.5,8.2,14.9,58.2,48,10.2,51.9,17.5,10.3,"Forest",1,1,"Carnivore","Invertivore","In",-19.91,-0.01,-6.07,141.06,708932.93
"Grus rubicunda","Gruidae","Gruiformes",162.2,87.7,22.8,13.8,280.2,572.5,339.5,233,223.8,40.7,6222.8,"Wetland",3,2,"Herbivore","Omnivore","Tr",-38.86,-6.3,-22.19,140.32,3559865.45
"Pomatorhinus erythrocnemis","Timaliidae","Passeriformes",34.9,24.2,7,5,36.4,97.8,90.7,7.3,95.4,7.4,58.2,"Shrubland",1,1,"Carnivore","Invertivore","Tr",21.96,25.3,23.8,121.09,25723.2
"Leptotila rufaxilla","Columbidae","Columbiformes",20.3,10.4,4.5,3.4,27.3,135.5,101.6,32.9,94.3,24.5,157,"Forest",1,1,"Herbivore","Granivore","Tr",-33.53,10.84,-8.97,-56.85,11668214.68
"Batrachostomus septimus","Podargidae","Caprimulgiformes",25.5,17.8,13.4,27.1,18.6,156.4,119.7,37,107.8,23.6,86.8,"Forest",1,1,"Carnivore","Invertivore","In",5.56,18.65,11.84,123.16,251854.35
"Phalcoboenus albogularis","Falconidae","Falconiformes",39.2,27,18.6,13.4,70.5,376.8,201.5,175.2,218.2,46.6,809,"Grassland",3,2,"Carnivore","Omnivore","Tr",-55.72,-39.06,-48.8,-72.1,341178.69
"Spizocorys fringillaris","Alaudidae","Passeriformes",11.8,8.4,5.7,4.4,19,81.5,58.4,23.1,45.2,28.3,19.2,"Grassland",3,1,"Omnivore","Omnivore","Tr",-28.19,-26.95,-27.38,29.87,3270.79
"Muscicapa sibirica","Muscicapidae","Passeriformes",11.7,6.4,3.1,4.6,13.1,75.5,50,24.8,45.7,33,13.2,"Forest",1,3,"Carnivore","Invertivore","In",20.94,60.98,48.35,116.38,8436138.82
"Megapodius cumingii","Megapodiidae","Galliformes",24.3,12.1,7.8,6.4,63,213,157.7,55.8,67.8,26.1,1044,"Forest",2,1,"Herbivore","Omnivore","Tr",-4.29,19.58,7.52,121.9,457462.43
"Odontophorus columbianus","Odontophoridae","Galliformes",20.8,11.9,11.9,8.4,45.5,137.5,119,18.5,57,13.5,340,"Forest",1,1,"Herbivore","Omnivore","Tr",10.13,10.9,10.37,-67.46,9353.75
"Charadrius bicinctus","Charadriidae","Charadriiformes",19.2,13.2,3.8,3.4,30.6,127.4,58.2,68.8,55.8,54.1,59.4,"Riverine",3,2,"Carnivore","Aquatic predator","Tr",-52.61,-34.14,-41.81,171.52,270351.2
"Hypogramma hypogrammicum","Nectariniidae","Passeriformes",21.5,15.9,3.5,3.7,16.4,66.2,57.4,9.1,47.2,13.7,11.4,"Forest",1,1,"Herbivore","Omnivore","In",-5.95,26.42,7.01,105.83,2037212.16
"Pterodroma hasitata","Procellariidae","Procellariiformes",33,22.8,12,8.4,37.3,283,132.9,152.1,109,53.4,278,"Marine",3,2,"Carnivore","Aquatic predator","Gn",5.78,37.47,21.1,-65.45,7451677.2
"Luscinia ruficeps","Muscicapidae","Passeriformes",13.8,7.5,3.8,3.2,26.8,77,58.4,18.6,53,24.2,18,"Forest",2,3,"Carnivore","Invertivore","Tr",32.45,34.81,33.71,105.34,46541.6
"Asthenes arequipae","Furnariidae","Passeriformes",15.9,9.4,3.9,3,24.5,69.2,60.2,9.1,74.2,13.1,20,"Shrubland",2,1,"Omnivore","Invertivore","Tr",-19.76,-12.35,-16.2,-70.91,98013.95
"Pteroglossus bitorquatus","Ramphastidae","Piciformes",78.8,71.2,27.9,21,29.5,117.5,95.8,21.7,123.2,18.5,142,"Forest",1,1,"Herbivore","Frugivore","In",-16.03,-0.54,-7.66,-55.39,2074571.76
